protocol,connection_time,latency_avg,latency_min,latency_max,latency_mdev,packet_loss,jitter,throughput,file_transfer_time,cpu_usage_h1,mem_usage_h1,cpu_usage_h2,mem_usage_h2
L2TP,4.269995927810669,62.785000000000004,61.5,66.4,1.1555409988399392,0.0,1.2789473684210548,,0.138960599899292,3.0,47.82,3.6,47.82
PPTP,4.7617576122283936,66.31,60.8,85.0,6.198862798933366,0.0,6.573684210526316,,0.1291213035583496,3.5,47.87,3.5,47.82
L2TP,4.257842779159546,65.32000000000001,60.8,75.2,4.61135554907665,0.0,5.094736842105266,,0.14086246490478516,2.7,47.87,4.1,47.87
PPTP,3.921546220779419,64.715,61.8,73.2,3.2807430560773887,0.0,3.3736842105263163,,0.12715554237365723,3.0,47.69,3.3,47.69
L2TP,3.908147096633911,66.57500000000002,61.5,75.2,3.7614990362885905,0.0,3.9105263157894727,,0.1575031280517578,3.4,47.82,3.6,47.71
PPTP,3.397190809249878,64.67999999999999,60.8,77.2,3.76637757002667,0.0,3.8315789473684223,,0.1321704387664795,4.5,47.56,4.1,47.54
L2TP,4.1376330852508545,68.475,61.5,78.1,4.777747900423377,0.0,4.663157894736841,,0.13409638404846191,3.0,47.61,2.8,47.61
PPTP,3.305921792984009,64.82000000000001,60.9,78.1,4.018656491913684,0.0,3.910526315789474,,0.144789457321167,3.5,47.64,3.3,47.64
L2TP,3.29604172706604,65.56,61.5,74.4,3.8389321431877392,0.0,3.4421052631578952,,0.150618314743042,2.3,47.66,2.9,47.69
PPTP,4.8891308307647705,65.70500000000001,60.8,83.9,6.221613536696088,0.0,6.210526315789474,,0.15938711166381836,3.3,47.71,2.7,47.71
L2TP,3.057823657989502,69.32500000000002,62.2,90.6,8.954656609831556,0.0,8.442105263157895,,0.15257525444030762,3.8,47.69,3.2,47.69
PPTP,3.169579029083252,65.405,61.1,80.1,4.789621592568665,0.0,3.568421052631581,,0.13151073455810547,3.5,47.51,3.0,47.51
L2TP,4.195980072021484,68.56500000000001,60.8,87.9,6.847136262701364,0.0,6.989473684210524,,0.1321413516998291,3.5,47.51,2.9,47.51
PPTP,3.2805540561676025,65.435,60.8,78.1,4.502141157271726,0.0,4.605263157894737,,0.14669466018676758,3.0,47.56,3.4,47.56
L2TP,3.7889156341552734,66.54,61.5,84.9,5.637942887259501,0.0,7.431578947368424,,0.12716269493103027,3.3,47.61,3.4,47.61
PPTP,4.35503888130188,63.815,60.8,70.3,2.5620841125927156,0.0,2.5105263157894737,,0.1379244327545166,2.5,47.61,2.0,47.61
L2TP,4.503456115722656,64.49,60.8,73.2,3.5597612279477415,0.0,4.084210526315792,,0.12915754318237305,2.9,47.61,3.3,47.61
PPTP,4.3418591022491455,65.465,61.2,95.7,7.277587168835562,0.0,5.578947368421052,,0.135054349899292,3.7,47.69,3.1,47.69
L2TP,4.888703346252441,65.48000000000002,61.5,76.2,4.516038086641875,0.0,4.831578947368423,,0.13502073287963867,3.5,47.71,3.4,47.71
PPTP,4.659132242202759,64.785,60.8,76.2,3.8449024695042673,0.0,3.4473684210526336,,0.13499808311462402,4.4,47.54,3.4,47.54
L2TP,4.106313467025757,65.78999999999999,62.0,80.1,5.660026501704738,0.0,5.042105263157894,,0.13993072509765625,3.0,47.56,2.4,47.56
PPTP,3.351870059967041,66.92,60.9,78.1,4.973389186460275,0.0,5.068421052631581,,0.15246129035949707,3.5,47.59,3.3,47.59
L2TP,4.759006500244141,65.85000000000001,61.5,81.0,4.856490502410152,0.0,4.5473684210526315,,0.1343996524810791,3.5,47.61,3.6,47.61
PPTP,3.8606395721435547,69.36999999999999,60.9,115.0,11.58037564157571,0.0,11.24736842105263,,0.13009953498840332,3.3,47.64,3.8,47.64
L2TP,3.9522299766540527,63.790000000000006,60.9,68.6,2.289956331461367,0.0,2.889473684210527,,0.13218164443969727,2.8,47.66,3.0,47.66
PPTP,3.318166971206665,66.34,61.7,79.1,4.530055187301805,0.0,5.826315789473684,,0.15555834770202637,4.5,47.71,3.5,47.71
L2TP,3.338534355163574,64.93500000000002,61.5,75.1,3.801746309263678,0.0,2.5157894736842104,,0.13627910614013672,3.0,47.74,2.5,47.74
PPTP,4.250076055526733,67.86000000000001,62.5,77.1,3.6108724707471995,0.0,3.2421052631578924,,0.13502931594848633,3.0,47.79,3.5,47.79
L2TP,4.400136709213257,68.14000000000001,61.5,83.3,6.073335162824457,0.0,5.863157894736841,,0.13797450065612793,4.0,47.61,3.9,47.61
PPTP,3.4054555892944336,67.27499999999999,61.5,78.0,5.035660334057491,0.0,6.194736842105264,,0.1374802589416504,3.2,47.64,3.0,47.64
L2TP,4.04436182975769,65.51500000000001,62.5,75.2,3.3263004975497936,0.0,2.9736842105263164,,0.1604781150817871,3.3,47.66,2.5,47.66
PPTP,4.911501169204712,64.10000000000001,61.9,73.2,2.7055498516937377,0.0,3.23684210526316,,0.13110947608947754,3.3,47.69,2.5,47.69
L2TP,3.187056064605713,64.885,62.5,69.3,2.1529688804067746,0.0,1.8947368421052624,,0.1360006332397461,2.8,47.69,3.4,47.71
PPTP,3.889437675476074,64.45500000000001,61.5,71.3,2.969086559869887,0.0,2.636842105263159,,0.12857294082641602,3.0,47.76,3.3,47.76
L2TP,3.2492949962615967,68.035,61.5,82.0,6.689190907725687,0.0,5.747368421052631,,0.1320784091949463,2.9,47.79,3.0,47.79
PPTP,3.071645975112915,66.62500000000001,61.9,76.9,5.344611772617354,0.0,6.100000000000001,,0.1301119327545166,2.9,47.64,3.5,47.64
L2TP,3.798908233642578,66.25500000000002,61.5,84.9,5.441826439716725,0.0,4.9789473684210535,,0.12814974784851074,2.8,47.61,2.3,47.64
PPTP,4.289534091949463,65.865,61.7,78.1,4.8870517697278375,0.0,5.436842105263158,,0.13411831855773926,3.3,47.64,3.6,47.64
L2TP,3.291097402572632,66.025,60.9,75.2,4.20010416537495,0.0,3.910526315789474,,0.13100361824035645,3.9,47.71,4.3,47.69
PPTP,3.8359715938568115,66.59499999999998,60.8,80.1,5.521184202686957,0.0,5.536842105263158,,0.14474868774414062,3.0,48.07,3.4,48.07
L2TP,3.9224603176116943,66.44000000000001,60.8,78.1,4.9973392920633275,0.0,4.536842105263158,,0.128617525100708,3.4,47.99,2.3,47.97
PPTP,3.401764392852783,67.47,62.0,86.9,6.534378317789689,0.0,7.142105263157895,,0.16734933853149414,3.3,47.99,3.1,47.97
L2TP,3.56264066696167,65.30000000000001,61.5,76.2,3.410718399399165,0.0,2.9736842105263173,,0.13608098030090332,3.7,48.02,4.6,47.99
PPTP,3.9840774536132812,65.3,62.5,81.0,4.324465284864708,0.0,3.736842105263159,,0.1262056827545166,3.9,47.84,3.9,47.84
L2TP,3.673405647277832,65.055,61.5,77.1,3.7247113982159736,0.0,3.831578947368422,,0.13109087944030762,3.7,47.87,2.8,47.87
PPTP,3.949108839035034,65.165,60.8,76.2,3.5554570732888897,0.0,3.9842105263157888,,0.1459670066833496,3.0,47.89,3.0,47.87
L2TP,4.434814453125,65.82000000000001,61.5,77.1,4.337579970444349,0.0,4.63157894736842,,0.12836766242980957,2.5,47.92,2.0,47.92
PPTP,3.7107162475585938,64.49000000000001,61.5,78.1,3.880579853578585,0.0,2.9947368421052643,,0.1398618221282959,2.7,47.94,2.5,47.92
L2TP,3.107245922088623,64.24000000000002,61.5,71.2,2.682610668732979,0.0,2.236842105263158,,0.129166841506958,3.1,47.99,3.2,47.99
PPTP,3.158071517944336,66.89500000000002,61.5,76.2,4.571375613532538,0.0,5.5894736842105255,,0.1252427101135254,3.5,47.99,4.4,47.99
L2TP,3.400278091430664,68.195,61.5,93.7,8.313271016874165,0.0,8.121052631578948,,0.12616682052612305,2.8,48.04,3.4,48.04
PPTP,3.091557502746582,69.39500000000001,60.8,107.0,12.040119393095736,0.0,8.278947368421052,,0.12913846969604492,3.8,48.07,3.3,48.07
L2TP,4.6300129890441895,65.205,61.5,72.2,2.8723640089654383,0.0,3.1315789473684226,,0.14245963096618652,19.1,47.94,2.8,47.94
PPTP,4.82716965675354,64.14000000000001,60.8,72.3,2.861013806328099,0.0,3.026315789473686,,0.12620282173156738,3.8,47.92,3.0,47.92
L2TP,4.5961573123931885,63.82500000000001,60.7,69.2,2.3136281032179755,0.0,2.3000000000000007,,0.130157470703125,3.3,47.97,2.5,47.97
PPTP,3.7295477390289307,68.11999999999999,60.7,89.8,8.651161771692863,0.0,6.057894736842106,,0.12913036346435547,3.0,47.97,3.2,47.97
L2TP,4.755428791046143,65.405,61.4,77.1,3.9300731545354206,0.0,3.9315789473684206,,0.13109993934631348,2.7,48.02,4.1,48.02
PPTP,3.6588025093078613,66.20500000000001,61.5,87.9,7.195587189382117,0.0,6.915789473684212,,0.12848448753356934,2.8,48.07,3.5,48.04
L2TP,4.391341686248779,68.055,61.5,79.1,5.236933740272069,0.0,5.663157894736842,,0.1291182041168213,3.3,48.07,3.8,48.07
PPTP,3.4487409591674805,64.64,61.9,72.3,3.0653547918634154,0.0,3.263157894736843,,0.13109350204467773,2.8,48.09,3.5,48.09
L2TP,3.7983803749084473,67.99000000000001,61.5,84.9,6.785270812576312,0.0,9.078947368421051,,0.14299511909484863,2.4,47.92,3.8,47.92
PPTP,3.2176411151885986,62.57000000000001,60.9,66.4,1.2120643547270933,0.0,1.1684210526315806,,0.1326308250427246,2.7,47.94,3.0,47.94
L2TP,3.670889139175415,65.71000000000001,61.5,79.1,4.160156247065727,0.0,4.473684210526316,,0.12458562850952148,2.8,47.99,2.5,47.99
PPTP,4.131596803665161,65.80999999999999,60.8,83.0,5.513610432375505,0.0,5.968421052631581,,0.12749791145324707,2.5,48.02,3.0,48.02
L2TP,4.641833305358887,63.730000000000004,61.5,69.3,1.9328993765843072,0.0,1.447368421052633,,0.1311805248260498,2.8,48.07,2.8,48.07
PPTP,3.027101755142212,66.065,60.8,73.2,3.2139189473289465,0.0,3.9894736842105267,,0.13302278518676758,4.3,48.07,3.9,48.09
L2TP,3.2073841094970703,67.715,60.8,84.9,6.670627781550999,0.0,8.242105263157896,,0.12525320053100586,3.9,48.07,3.0,48.07
PPTP,4.003440856933594,67.54,62.5,86.1,6.0278852012957245,0.0,6.873684210526315,,0.1266183853149414,2.8,47.92,3.1,47.89
L2TP,4.7176642417907715,65.70000000000002,61.5,84.9,5.181988035493715,0.0,4.4210526315789505,,0.1469709873199463,2.8,47.94,4.3,47.97
PPTP,4.464475631713867,71.61,61.8,103.0,11.607364041848605,0.0,10.157894736842104,,0.1294703483581543,3.0,47.99,3.3,47.99
L2TP,3.7519710063934326,68.005,60.5,108.0,10.441430696987842,0.0,9.163157894736843,,0.13992047309875488,4.1,47.99,4.2,48.02
PPTP,3.1365535259246826,66.26500000000001,61.5,87.9,7.422619146904953,0.0,7.352631578947371,,0.13725709915161133,3.3,48.02,4.6,48.04
L2TP,4.010226249694824,70.555,61.0,128.0,14.457125405833624,0.0,12.66842105263158,,0.12718820571899414,2.7,48.07,3.6,48.07
PPTP,3.8158023357391357,63.645,61.5,72.1,2.2597510924878415,0.0,2.0473684210526315,,0.13895916938781738,3.1,48.12,3.8,48.12
L2TP,3.7112693786621094,65.425,60.5,81.1,5.653218110067927,0.0,5.131578947368421,,0.14863204956054688,3.4,48.37,3.0,48.35
PPTP,4.098093509674072,65.23500000000001,61.5,71.3,2.992703627157223,0.0,3.8421052631578934,,0.14712023735046387,2.6,48.4,3.0,48.4
L2TP,3.133174419403076,65.0,61.5,85.9,5.144900387762625,0.0,3.384210526315792,,0.1320950984954834,2.5,48.22,3.2,48.25
PPTP,4.763190984725952,65.73,60.8,83.0,5.81077447505924,0.0,4.747368421052633,,0.14575409889221191,3.2,48.15,3.3,48.15
L2TP,4.484102725982666,64.20000000000002,60.8,73.2,2.8178005607210745,0.0,2.331578947368422,,0.12921738624572754,3.3,48.2,2.8,48.2
PPTP,3.2334718704223633,64.93,60.8,78.1,4.061539117132814,0.0,4.021052631578947,,0.12724089622497559,3.6,48.04,3.3,48.04
L2TP,3.794527053833008,64.89500000000001,60.8,70.3,2.5314965929268007,0.0,1.815789473684212,,0.14184093475341797,3.8,48.07,3.8,48.07
PPTP,3.981828451156616,64.71000000000001,61.1,70.4,2.873830196793124,0.0,2.3000000000000007,,0.12721562385559082,2.8,48.15,3.5,48.17
L2TP,3.5394952297210693,64.52000000000001,60.8,83.0,4.719491498032389,0.0,3.5105263157894737,,0.14186906814575195,3.3,48.12,3.5,48.15
PPTP,4.141135931015015,67.35000000000002,60.8,91.8,7.940812301018077,0.0,7.921052631578948,,0.19163966178894043,4.1,47.94,3.6,47.94
L2TP,3.64827036857605,65.04499999999999,60.8,77.1,4.522772932615564,0.0,5.215789473684209,,0.14482760429382324,3.1,47.99,3.0,47.97
PPTP,4.359066963195801,67.905,61.5,88.7,7.84165001769398,0.0,7.842105263157897,,0.13405632972717285,3.1,48.02,3.6,48.02
L2TP,3.485602617263794,65.73500000000001,61.5,86.9,5.9257299128461804,0.0,5.689473684210528,,0.13891863822937012,3.0,48.09,2.9,48.09
PPTP,4.620477676391602,65.57000000000002,61.1,74.5,4.418834688014478,0.0,5.115789473684211,,0.12715959548950195,3.0,48.09,2.8,48.09
L2TP,3.9297351837158203,66.47,60.8,76.1,4.659195209475559,0.0,4.505263157894738,,0.1496880054473877,2.7,48.15,3.8,48.12
PPTP,4.281242847442627,66.18,61.5,77.2,4.274763151333651,0.0,5.189473684210528,,0.12824320793151855,3.3,48.17,2.8,48.17
L2TP,3.687190532684326,66.57000000000002,61.5,81.0,4.681463446402204,0.0,3.342105263157894,,0.14474177360534668,3.8,48.17,3.2,48.2
PPTP,3.6359236240386963,67.86,61.5,89.8,6.165825167810063,0.0,6.2210526315789485,,0.14475107192993164,3.7,47.97,3.9,47.97
L2TP,3.397113800048828,67.84000000000002,61.7,93.7,6.99102281501069,0.0,6.621052631578949,,0.12623310089111328,3.8,47.99,4.1,47.99
PPTP,4.763989210128784,68.26,61.5,96.7,9.662318562332748,0.0,7.5578947368421066,,0.12949156761169434,2.8,48.04,3.4,48.04
L2TP,4.012871265411377,69.71999999999998,60.8,87.9,8.183373387546238,0.0,8.547368421052632,,0.12721776962280273,3.8,48.09,3.4,48.09
PPTP,4.595287561416626,67.98,61.5,83.9,5.683713574767821,0.0,6.321052631578948,,0.13109874725341797,3.1,48.15,3.2,48.12
L2TP,3.850271224975586,69.57000000000001,61.5,121.0,12.99292499785941,0.0,9.910526315789474,,0.16335296630859375,3.0,48.12,3.8,48.12
PPTP,3.370821952819824,65.72500000000001,60.5,93.7,7.017611773245939,0.0,5.921052631578948,,0.1311037540435791,2.4,48.45,3.0,48.45
L2TP,4.741539001464844,65.64,61.5,82.3,5.3779550016711735,0.0,5.094736842105265,,0.13206887245178223,3.0,48.35,3.3,48.35
PPTP,3.7571887969970703,66.51500000000001,61.5,76.2,4.288504984257335,0.0,3.3894736842105258,,0.13190603256225586,2.3,48.17,3.0,48.17
L2TP,4.515560626983643,63.81,60.8,76.2,4.13229960191659,0.0,3.742105263157896,,0.13504719734191895,2.9,48.2,2.8,48.22
PPTP,4.151520013809204,67.085,61.5,89.8,6.859101617558964,0.0,7.321052631578948,,0.1418743133544922,3.4,48.22,4.1,48.22
L2TP,4.668665885925293,66.14000000000001,61.5,78.1,4.666947610590888,0.0,3.6578947368421053,,0.1291818618774414,3.0,48.25,2.3,48.25
PPTP,4.1578028202056885,64.33500000000001,61.1,72.3,2.7127983706866248,0.0,2.8263157894736866,,0.1311497688293457,2.9,48.3,3.1,48.3
L2TP,4.764631748199463,67.59,61.5,107.0,9.70617844468151,0.0,7.947368421052633,,0.14091134071350098,3.0,48.32,3.6,48.3
PPTP,4.789602041244507,68.425,60.8,90.8,8.313776217820639,0.0,9.88421052631579,,0.13109850883483887,3.0,48.32,4.0,48.32
L2TP,3.944960355758667,68.695,60.8,86.9,8.164525399556302,0.0,9.415789473684208,,0.13207292556762695,3.5,48.37,4.7,48.37
PPTP,3.9259839057922363,68.375,60.8,86.9,7.257883644699741,0.0,7.689473684210528,,0.13888835906982422,3.6,48.17,3.0,48.17
L2TP,4.759967088699341,67.59,60.5,88.9,7.934790482426113,0.0,7.98947368421053,,0.1340043544769287,3.0,48.22,3.4,48.22
PPTP,4.787268161773682,63.42,61.5,66.4,1.5344705927452658,0.0,1.3578947368421073,,0.12869477272033691,3.5,48.27,2.6,48.25
L2TP,4.091243028640747,65.25,60.8,86.9,5.889779282791505,0.0,5.768421052631579,,0.1245722770690918,3.5,48.3,3.5,48.27
PPTP,4.222397565841675,67.21000000000001,60.8,85.4,6.3331587695241,0.0,6.973684210526318,,0.14182400703430176,3.0,48.32,3.1,48.32
L2TP,3.8098244667053223,65.38499999999999,60.8,78.1,4.696730245607043,0.0,4.078947368421052,,0.1390228271484375,3.0,48.37,2.9,48.35
PPTP,3.8788821697235107,64.83500000000001,61.5,72.3,3.0838733761294406,0.0,3.252631578947367,,0.14298439025878906,2.0,48.4,3.8,48.4
L2TP,4.420122146606445,65.715,60.8,85.9,5.574520158722184,0.0,4.2631578947368425,,0.13499784469604492,2.7,48.42,4.0,48.37
PPTP,4.166041612625122,64.92,61.8,71.3,2.6691946350912663,0.0,2.8526315789473697,,0.12816095352172852,3.1,48.2,2.9,48.2
L2TP,4.078674077987671,64.73,60.8,70.3,2.240334796408788,0.0,2.336842105263159,,0.1523432731628418,3.8,48.22,3.3,48.25
PPTP,4.666661977767944,67.84000000000002,60.9,87.9,7.289540451907788,0.0,6.2789473684210515,,0.1317300796508789,3.5,48.27,3.0,48.27
L2TP,3.669389247894287,66.78,60.8,85.0,5.861365028728376,0.0,6.510526315789474,,0.12930846214294434,3.5,48.25,4.0,48.27
PPTP,3.4183943271636963,64.855,61.8,73.3,3.5007820554841738,0.0,4.057894736842105,,0.1339712142944336,2.2,48.3,3.5,48.3
L2TP,3.5484275817871094,64.68499999999999,61.1,72.3,2.7155616361997743,0.0,3.163157894736842,,0.1281423568725586,1.9,48.37,2.6,48.35
PPTP,4.126379013061523,65.80000000000001,61.8,83.0,4.730644776349203,0.0,5.068421052631581,,0.13157296180725098,3.5,48.37,3.2,48.37
L2TP,4.68841552734375,66.77000000000001,60.8,78.8,5.926305763289639,0.0,5.921052631578947,,0.12885403633117676,2.3,48.4,2.8,48.4
PPTP,4.4333415031433105,64.96000000000001,60.7,77.6,4.761764378883105,0.0,6.363157894736843,,0.13240885734558105,1.3,48.22,2.3,48.22
L2TP,4.787926435470581,62.185,60.5,66.4,1.7771536230725797,0.0,1.6210526315789469,,0.1277790069580078,2.8,48.27,3.0,48.27
PPTP,4.538036584854126,68.145,60.7,80.7,6.370280606064382,0.0,9.310526315789472,,0.12788796424865723,2.6,48.32,2.5,48.32
L2TP,3.3115880489349365,65.78999999999999,60.7,83.7,5.547512956271486,0.0,4.8,,0.1380176544189453,3.3,48.35,2.3,48.35
PPTP,3.271002769470215,64.28,60.6,82.2,6.773669611074929,0.0,6.194736842105263,,0.1391162872314453,2.2,48.35,3.2,48.35
L2TP,3.7506139278411865,62.080000000000005,60.7,64.3,1.3691603266235823,0.0,1.336842105263156,,0.1267707347869873,1.2,48.2,2.9,48.2
PPTP,3.341886520385742,65.7,60.7,95.0,7.4737540767675785,0.0,7.042105263157894,,0.13603782653808594,3.5,48.27,2.8,48.27
L2TP,3.840299367904663,67.575,61.2,85.8,5.949275165934083,0.0,6.773684210526315,,0.1447296142578125,3.0,48.27,2.5,48.27
PPTP,3.66767954826355,67.44500000000001,60.7,81.1,5.041673829196013,0.0,5.105263157894737,,0.13244414329528809,2.9,48.07,1.6,48.04
L2TP,4.77227520942688,64.265,60.2,78.7,4.399917612865041,0.0,4.373684210526315,,0.1330416202545166,2.8,48.09,1.8,48.09
PPTP,4.751591205596924,66.06,60.3,91.5,7.488284182641575,0.0,6.584210526315791,,0.12660479545593262,2.7,48.12,3.3,48.12
L2TP,3.0939390659332275,63.330000000000005,60.5,79.6,4.605442432600801,0.0,3.6789473684210523,,0.12726378440856934,2.8,48.2,3.5,48.2
PPTP,4.497224807739258,63.339999999999996,60.3,74.1,3.3890116553355196,0.0,3.04736842105263,,0.12794184684753418,3.0,48.2,3.4,48.17
L2TP,4.740487813949585,67.375,60.5,88.0,8.771594780882209,0.0,8.778947368421052,,0.1301119327545166,2.5,48.22,2.7,48.22
PPTP,3.7347054481506348,65.67,60.7,76.0,5.122118702255933,0.0,6.378947368421054,,0.1400771141052246,2.7,48.25,2.7,48.25
L2TP,4.88971209526062,66.49000000000001,60.2,81.7,6.460100618411449,0.0,5.0368421052631565,,0.1401197910308838,2.8,48.3,3.1,48.3
PPTP,4.791684150695801,63.485000000000014,60.7,72.0,3.3266011182586945,0.0,2.1999999999999997,,0.12939929962158203,2.0,48.12,1.9,48.12
L2TP,3.6193814277648926,64.405,60.7,73.0,3.773787884871114,0.0,3.4473684210526314,,0.14064693450927734,3.0,48.12,3.0,48.09
PPTP,3.6013739109039307,64.53999999999999,60.7,73.5,3.8101705998550766,0.0,3.926315789473682,,0.13036608695983887,3.1,48.12,3.7,48.12
L2TP,4.377144813537598,64.965,60.7,76.0,4.7284537641812685,0.0,3.794736842105265,,0.12887239456176758,1.7,48.17,2.8,48.17
PPTP,4.131361246109009,64.705,60.6,77.1,4.945146610566767,0.0,4.663157894736842,,0.13293004035949707,3.4,48.22,3.0,48.22
L2TP,4.191951513290405,65.61999999999998,60.5,82.7,5.817697138902988,0.0,5.926315789473685,,0.12733912467956543,2.6,48.25,2.6,48.25
PPTP,3.497304677963257,66.595,60.7,95.5,8.415609009453801,0.0,8.657894736842104,,0.14370393753051758,2.4,48.27,3.3,48.27
L2TP,3.6389431953430176,66.08500000000001,60.7,82.2,5.5774792693474,0.0,6.163157894736844,,0.12990021705627441,2.5,48.07,3.9,48.07
PPTP,4.014053583145142,65.66499999999999,60.8,73.3,4.23878225437448,0.0,5.315789473684212,,0.12877726554870605,3.0,48.12,2.0,48.12
L2TP,3.589371919631958,65.65,60.6,84.7,6.93004328990808,0.0,5.205263157894738,,0.13457131385803223,2.5,48.15,3.2,48.17
PPTP,4.223833799362183,67.24000000000001,60.2,79.2,5.765882412952939,0.0,7.3842105263157904,,0.1283280849456787,3.0,48.17,3.0,48.17
L2TP,3.731884479522705,65.365,60.7,77.6,5.215196544714302,0.0,4.699999999999998,,0.13090848922729492,3.8,48.22,3.0,48.22
PPTP,3.720432996749878,65.31,60.7,80.2,5.745511291434383,0.0,5.14736842105263,,0.12888336181640625,3.3,48.22,3.0,48.22
L2TP,4.228608846664429,64.32000000000001,60.7,76.3,4.27558183175109,0.0,4.973684210526316,,0.14830493927001953,2.2,48.27,2.3,48.25
PPTP,4.823441743850708,67.22999999999999,60.7,81.7,6.760184908713666,0.0,8.321052631578945,,0.1339585781097412,2.5,48.27,2.5,48.32
L2TP,4.864410877227783,66.09,60.7,86.8,8.001806046137334,0.0,7.926315789473683,,0.13550019264221191,3.5,48.12,2.7,48.09
PPTP,4.826671838760376,64.50500000000001,60.6,78.6,4.603745757532664,0.0,5.184210526315789,,0.13397550582885742,2.6,48.35,3.1,48.35
L2TP,3.7381591796875,63.415,60.2,74.1,2.962815384056184,0.0,2.5526315789473686,,0.14189362525939941,3.3,48.37,3.0,48.37
PPTP,4.898101091384888,64.32500000000002,60.3,77.1,4.568793604443081,0.0,4.557894736842105,,0.12839007377624512,3.8,48.37,2.2,48.37
L2TP,4.481682300567627,65.275,60.7,82.7,5.327370364448113,0.0,4.605263157894737,,0.1268002986907959,2.0,48.48,2.8,48.45
PPTP,3.4255120754241943,63.21500000000001,60.7,71.0,3.006206080760267,0.0,3.4894736842105267,,0.13143467903137207,3.3,48.48,2.3,48.48
L2TP,3.3878095149993896,65.675,60.2,80.7,5.040820865692414,0.0,4.642105263157897,,0.12885761260986328,3.0,48.53,2.0,48.53
PPTP,3.853896379470825,66.505,60.7,81.7,5.589228479853012,0.0,6.031578947368423,,0.12884736061096191,2.5,48.58,2.3,48.58
L2TP,3.1049413681030273,63.38000000000001,60.7,78.8,4.083454419973363,0.0,3.115789473684211,,0.12476968765258789,2.5,48.35,2.0,48.35
PPTP,4.8683531284332275,64.05499999999999,60.7,83.8,5.1284963683325335,0.0,4.510526315789472,,0.14638423919677734,3.1,48.4,2.5,48.4
L2TP,4.563268661499023,65.395,60.7,80.7,4.628658012858588,0.0,5.357894736842107,,0.14011645317077637,2.3,48.42,2.5,48.42
PPTP,3.34236741065979,66.475,60.6,91.9,8.300474384033722,0.0,9.910526315789474,,0.13281774520874023,2.9,48.48,2.7,48.48
L2TP,4.879324913024902,62.77,60.7,68.4,2.3811971778918277,0.0,2.473684210526314,,0.1328737735748291,2.1,48.5,2.6,48.5
PPTP,3.6974964141845703,66.47,60.5,80.2,5.448219892772318,0.0,7.547368421052633,,0.12778997421264648,3.9,48.55,2.9,48.53
L2TP,4.562198877334595,66.47,60.6,95.0,7.291851616702029,0.0,6.994736842105265,,0.13243865966796875,2.7,48.55,3.7,48.55
PPTP,3.306183099746704,64.08500000000001,60.7,77.1,4.417836008726443,0.0,3.0894736842105233,,0.12731170654296875,3.0,48.4,3.7,48.37
L2TP,4.4551496505737305,64.19000000000003,60.7,75.0,4.367596593093277,0.0,4.084210526315789,,0.12574362754821777,1.4,48.42,1.5,48.42
PPTP,3.231473207473755,66.89,61.7,79.7,4.624164789451172,0.0,5.942105263157896,,0.1431286334991455,2.6,48.45,3.5,48.42
L2TP,3.3879895210266113,63.925,60.7,73.0,3.545683996071845,0.0,4.173684210526317,,0.13039350509643555,2.9,48.45,2.9,48.45
PPTP,4.1166603565216064,64.735,60.7,75.1,4.436921793315721,0.0,5.389473684210526,,0.1268784999847412,2.5,48.53,3.9,48.5
L2TP,4.320620536804199,65.86,60.7,92.4,7.407388203678813,0.0,6.1000000000000005,,0.13199973106384277,2.8,48.55,3.0,48.53
PPTP,3.314736843109131,66.135,60.5,89.4,7.064861994405837,0.0,7.110526315789475,,0.12523365020751953,3.3,48.53,2.6,48.53
L2TP,3.869091510772705,65.055,60.7,76.0,4.850203603973754,0.0,2.9000000000000004,,0.14728474617004395,3.0,48.58,3.2,48.58
PPTP,4.425082683563232,64.38000000000001,61.2,71.4,3.5149110941814743,0.0,4.0473684210526315,,0.1266953945159912,3.0,48.76,2.6,48.48
L2TP,4.269150495529175,65.045,60.7,75.1,4.4597617649376735,0.0,4.984210526315789,,0.1370856761932373,3.7,48.42,2.8,48.42
PPTP,3.065183401107788,63.77999999999999,60.5,71.5,3.4523325448166213,0.0,3.7526315789473674,,0.12680673599243164,3.0,48.45,3.0,48.45
L2TP,4.610323667526245,64.715,60.7,73.0,3.7495699753438396,0.0,3.852631578947367,,0.13547611236572266,3.9,48.5,2.4,48.48
PPTP,3.967482805252075,67.47,60.7,82.2,7.655723349233566,0.0,7.394736842105263,,0.12625384330749512,1.8,48.53,2.2,48.53
L2TP,4.7639830112457275,62.639999999999986,60.6,66.3,1.776907425838497,0.0,1.910526315789472,,0.13298797607421875,3.7,48.58,3.0,48.55
PPTP,4.331904172897339,64.00500000000001,60.7,79.1,4.422044210543355,0.0,3.8157894736842106,,0.13092637062072754,3.0,48.58,3.3,48.58
L2TP,3.6544597148895264,67.17500000000003,60.7,86.8,7.156876064317445,0.0,6.821052631578944,,0.13507628440856934,2.2,48.4,2.9,48.4
PPTP,3.7292466163635254,64.51,60.7,78.6,5.023435079703926,0.0,5.110526315789474,,0.12820029258728027,3.3,48.42,3.2,48.4
L2TP,3.9132730960845947,65.625,60.7,76.1,4.4404813928221785,0.0,6.2631578947368425,,0.1432039737701416,2.9,48.45,3.3,48.42
PPTP,3.9282009601593018,64.225,60.7,74.5,3.2621886824645814,0.0,3.573684210526316,,0.1344623565673828,2.8,48.5,2.1,48.5
