protocol,connection_time,latency_avg,latency_min,latency_max,latency_mdev,packet_loss,jitter,throughput,file_transfer_time,cpu_usage_h1,mem_usage_h1,cpu_usage_h2,mem_usage_h2
L2TP,3.397104501724243,67.02,60.6,86.9,6.760665647700677,0.0,7.815789473684211,,0.12843036651611328,2.8,49.44,2.6,49.44
PPTP,4.159649610519409,64.465,60.7,84.8,5.731254225734538,0.0,5.3210526315789455,,0.13350987434387207,2.6,49.52,3.7,49.49
L2TP,3.3157613277435303,65.8,60.7,84.8,6.146218349521924,0.0,7.173684210526316,,0.13684296607971191,2.5,49.54,2.7,49.54
PPTP,4.739099740982056,69.33,61.8,90.5,7.801608808444577,0.0,8.284210526315789,,0.12784719467163086,2.8,49.59,2.0,49.57
L2TP,3.1195971965789795,63.86,60.2,72.0,3.601027631107542,0.0,3.552631578947367,,0.1258385181427002,2.2,49.62,2.7,49.57
PPTP,4.679529428482056,63.135000000000005,60.5,70.9,2.8062920375470553,0.0,3.084210526315791,,0.1513965129852295,3.0,49.67,2.2,49.62
L2TP,4.3789732456207275,63.565,60.7,71.0,2.740305639887638,0.0,2.2578947368421054,,0.1283397674560547,2.5,49.44,2.2,49.44
PPTP,3.1365795135498047,66.215,60.6,86.3,6.783234847769904,0.0,6.65263157894737,,0.12474298477172852,3.0,49.47,3.3,49.47
L2TP,3.7631208896636963,66.025,60.7,79.1,5.449850915392089,0.0,4.657894736842104,,0.1360313892364502,3.1,49.49,2.5,49.49
PPTP,4.129546403884888,67.22500000000001,60.7,103.0,9.248993188450296,0.0,7.7368421052631575,,0.12519454956054688,3.2,49.49,3.0,49.49
L2TP,3.4579927921295166,65.33500000000001,60.7,76.7,4.926081099616612,0.0,5.326315789473684,,0.13198304176330566,3.4,49.54,3.2,49.57
PPTP,4.389539480209351,65.28999999999999,60.7,89.4,5.952302075667869,0.0,4.805263157894737,,0.15115022659301758,2.3,49.62,2.3,49.62
L2TP,4.466811180114746,63.709999999999994,60.7,69.4,2.6271467412384872,0.0,3.094736842105263,,0.12781929969787598,1.5,49.67,2.0,49.67
PPTP,4.771408557891846,64.22500000000001,60.7,80.6,4.5802701885369155,0.0,3.452631578947367,,0.127333402633667,3.7,49.47,2.5,49.44
L2TP,4.27916955947876,64.86999999999999,60.7,74.5,3.5803770751137383,0.0,4.242105263157895,,0.1503586769104004,3.5,49.49,2.5,49.49
PPTP,4.6277971267700195,65.66,60.7,77.6,5.085410504570894,0.0,5.063157894736843,,0.12528753280639648,3.2,49.52,2.5,49.52
L2TP,3.8077783584594727,65.91,60.7,89.9,7.1339259878414785,0.0,7.757894736842107,,0.12456774711608887,2.0,49.54,3.4,49.54
PPTP,4.685559988021851,62.83,60.7,74.1,2.9567042462850406,0.0,2.331578947368419,,0.13268280029296875,3.9,49.62,2.5,49.62
L2TP,4.3771653175354,66.265,60.8,80.7,4.805442227308536,0.0,5.026315789473688,,0.12802553176879883,3.0,49.62,3.5,49.67
PPTP,4.080123424530029,67.9,60.8,75.6,3.8987177379235853,0.0,4.347368421052632,,0.13035368919372559,2.7,49.67,3.5,49.67
L2TP,3.2155752182006836,64.20000000000002,60.7,76.1,3.879432948254164,0.0,4.542105263157895,,0.1308751106262207,2.8,49.49,2.3,49.49
PPTP,4.768972158432007,65.07,60.8,82.3,5.677772450530225,0.0,5.8315789473684205,,0.13410258293151855,3.1,49.52,3.8,49.52
L2TP,3.779233694076538,64.32500000000002,60.7,76.6,4.688163286405455,0.0,3.810526315789473,,0.13043975830078125,2.7,49.49,2.7,49.52
PPTP,4.120619773864746,65.33000000000001,60.7,84.3,5.914059519484057,0.0,7.110526315789474,,0.14414095878601074,3.2,49.59,3.0,49.59
L2TP,3.81156849861145,67.46000000000001,60.7,94.4,9.012291606467247,0.0,9.621052631578948,,0.14161396026611328,2.5,49.62,3.1,49.62
PPTP,3.819516181945801,64.985,60.7,77.1,5.173999903362968,0.0,4.33157894736842,,0.1366276741027832,2.0,49.67,1.7,49.67
L2TP,3.223374366760254,66.14,61.2,77.3,4.437724642201226,0.0,3.694736842105263,,0.1259603500366211,3.4,49.7,2.7,49.7
PPTP,4.097946405410767,65.03,60.7,81.6,4.915495905806452,0.0,4.8578947368421055,,0.1262683868408203,2.2,49.42,3.3,49.42
L2TP,3.4079790115356445,65.105,60.7,85.6,6.546867571594828,0.0,5.310526315789471,,0.13796687126159668,2.5,49.47,2.5,49.47
PPTP,4.790020227432251,63.475,60.7,74.1,3.7440452721621833,0.0,3.8631578947368403,,0.12731480598449707,2.5,49.49,3.5,49.49
L2TP,3.2746551036834717,63.79,60.6,70.4,2.9748781487650904,0.0,2.5105263157894746,,0.1288745403289795,3.0,49.54,2.7,49.54
PPTP,3.4273619651794434,65.66499999999999,60.7,94.0,7.464065581169554,0.0,6.378947368421051,,0.13908767700195312,3.8,49.57,2.7,49.57
L2TP,3.484994649887085,63.27,60.7,71.0,2.7609961970274433,0.0,2.7263157894736842,,0.1309211254119873,3.1,49.62,3.7,49.59
PPTP,3.3102362155914307,70.39500000000001,60.7,97.1,10.195316326627633,0.0,11.578947368421053,,0.12675952911376953,3.4,49.64,3.4,49.62
L2TP,3.9342188835144043,63.029999999999994,60.7,72.5,3.251015226048625,0.0,3.157894736842104,,0.1438274383544922,3.8,49.47,2.6,49.47
PPTP,3.9550538063049316,67.9,60.7,95.0,7.966241271766755,0.0,8.742105263157896,,0.14993786811828613,3.0,49.47,2.3,49.47
L2TP,4.697091817855835,64.645,60.3,77.1,4.981312578025996,0.0,5.621052631578947,,0.1376042366027832,1.7,49.52,2.6,49.52
PPTP,3.0990209579467773,67.875,60.2,97.6,10.318811704842762,0.0,11.589473684210526,,0.12781453132629395,1.9,49.57,2.5,49.57
L2TP,4.44518518447876,65.63,60.7,74.5,4.642531636941206,0.0,6.094736842105264,,0.14217901229858398,3.8,49.59,2.5,49.59
PPTP,3.0857253074645996,65.53,60.7,89.8,7.234922252519372,0.0,6.099999999999999,,0.13704276084899902,3.1,49.62,2.3,49.64
L2TP,3.283350706100464,65.51499999999999,60.7,84.8,6.17505263135465,0.0,5.652631578947369,,0.13359355926513672,2.1,49.64,3.5,49.64
PPTP,3.5975847244262695,64.74000000000001,60.7,71.5,3.8734222594496464,0.0,5.484210526315789,,0.13910531997680664,2.4,49.7,3.5,49.7
L2TP,3.9054312705993652,65.86499999999998,60.6,79.6,5.0661893963806754,0.0,6.647368421052631,,0.14620065689086914,3.5,49.49,3.0,49.49
PPTP,3.933549642562866,65.145,60.7,79.7,5.732231240974147,0.0,4.678947368421051,,0.12942099571228027,2.5,49.57,2.8,49.57
L2TP,4.2547526359558105,65.89999999999999,60.7,80.7,5.126499780552029,0.0,5.878947368421052,,0.13451385498046875,2.7,49.54,3.5,49.54
PPTP,3.661964178085327,66.215,60.7,82.8,5.929610020903567,0.0,6.1,,0.1329326629638672,3.0,49.59,2.2,49.59
L2TP,4.113217115402222,66.97999999999999,60.5,79.7,5.103782910743756,0.0,5.068421052631578,,0.13550972938537598,2.5,49.64,3.5,49.64
PPTP,4.339149236679077,66.26500000000001,60.7,78.1,5.051660618054224,0.0,5.3,,0.12675762176513672,2.5,49.72,1.7,49.72
L2TP,4.513859510421753,64.435,60.7,78.6,4.337196675273097,0.0,4.731578947368422,,0.14367389678955078,3.2,49.75,3.3,49.72
PPTP,4.395960569381714,63.00500000000001,60.7,69.4,2.5480335555090328,0.0,2.7842105263157904,,0.12883973121643066,3.2,49.54,1.8,49.54
L2TP,4.886688709259033,63.815,60.5,72.5,3.7044938925580646,0.0,3.5421052631578953,,0.1315457820892334,2.3,49.54,2.3,49.54
PPTP,4.098442077636719,63.92,60.7,73.0,3.4458090486850845,0.0,3.3052631578947356,,0.1560361385345459,3.2,49.59,2.8,49.59
L2TP,3.6066935062408447,64.675,60.7,81.7,5.176859569275567,0.0,3.9684210526315806,,0.12793374061584473,2.8,49.67,2.7,49.64
PPTP,4.097062826156616,66.615,60.7,81.2,5.560690155007741,0.0,5.631578947368422,,0.1415085792541504,3.1,49.64,2.9,49.62
L2TP,3.5203216075897217,70.22999999999999,60.7,123.0,14.132908405561823,0.0,13.784210526315789,,0.16209936141967773,3.2,49.67,3.8,49.67
PPTP,4.489187002182007,63.50999999999999,60.5,74.0,3.387609776819048,0.0,3.715789473684212,,0.1873338222503662,3.0,49.72,3.2,49.7
L2TP,3.6723744869232178,64.61,60.8,75.0,3.562148228246546,0.0,3.4684210526315806,,0.12782669067382812,2.8,49.52,2.8,49.52
PPTP,3.992506265640259,65.87499999999999,60.7,73.5,4.077851762877117,0.0,5.131578947368422,,0.12935352325439453,3.5,49.54,3.0,49.54
L2TP,3.5007548332214355,65.275,60.7,85.3,6.03778726024692,0.0,6.278947368421053,,0.12525272369384766,3.3,49.57,3.8,49.57
PPTP,4.657195091247559,66.4,60.3,88.4,7.524825579373917,0.0,7.826315789473684,,0.13136553764343262,3.0,49.64,3.0,49.62
L2TP,3.1733198165893555,64.575,60.7,71.5,3.5974817581191436,0.0,4.442105263157896,,0.14066815376281738,2.8,49.67,3.5,49.64
PPTP,4.43500542640686,64.6,60.7,75.1,4.0131035371642225,0.0,4.605263157894735,,0.12889909744262695,3.5,49.7,2.5,49.7
L2TP,4.164848327636719,63.885000000000005,60.6,80.7,4.9859076405404865,0.0,5.268421052631578,,0.1258394718170166,2.0,49.7,2.5,49.7
PPTP,3.871178388595581,64.61500000000001,60.2,86.8,6.374031298950452,0.0,5.168421052631578,,0.13037705421447754,2.6,49.52,3.3,49.52
L2TP,4.273948907852173,63.82000000000001,60.6,74.0,3.614498582099597,0.0,4.2894736842105265,,0.13551974296569824,3.3,49.54,3.3,49.54
PPTP,4.850780010223389,66.645,60.6,117.0,12.264031759580536,0.0,9.284210526315789,,0.14516353607177734,3.8,49.64,3.9,49.64
L2TP,4.66038966178894,64.45,60.7,79.1,4.938876390435377,0.0,4.715789473684208,,0.13495159149169922,2.5,49.7,3.3,49.67
PPTP,4.053796768188477,64.965,60.7,72.5,3.902470371444222,0.0,5.531578947368422,,0.12630033493041992,2.8,49.72,3.3,49.72
L2TP,4.592055559158325,63.425,60.7,75.6,3.870901057893368,0.0,4.021052631578946,,0.12523865699768066,1.3,49.75,2.5,49.75
PPTP,4.454510927200317,64.9,61.1,79.6,4.577772384031341,0.0,4.589473684210525,,0.14985179901123047,2.6,49.82,3.4,49.82
L2TP,4.315385818481445,63.43500000000002,60.2,72.5,4.3129195448095246,0.0,4.794736842105262,,0.1451702117919922,3.0,49.82,3.2,49.8
PPTP,4.223346471786499,62.985,60.7,71.5,2.53027172453869,0.0,2.484210526315789,,0.12834811210632324,2.3,49.59,2.9,49.62
L2TP,4.474617958068848,61.665,60.3,65.8,1.6298082709325024,0.0,1.3842105263157878,,0.12577390670776367,3.0,49.64,2.6,49.64
PPTP,3.1309969425201416,62.50500000000001,60.7,69.4,2.6371338608421078,0.0,1.5368421052631573,,0.13807106018066406,4.1,49.7,4.4,49.7
L2TP,3.224155902862549,66.27499999999999,60.7,90.2,7.224394438290313,0.0,6.184210526315788,,0.12981772422790527,2.1,49.77,2.4,49.75
PPTP,3.061707019805908,66.22,61.0,87.7,6.43238680428968,0.0,6.26842105263158,,0.12580275535583496,2.3,49.7,3.0,49.67
L2TP,3.19052791595459,66.695,60.5,84.8,6.304242619062181,0.0,6.436842105263156,,0.1320192813873291,1.9,49.75,2.5,49.75
PPTP,4.463348865509033,64.58500000000001,60.7,77.1,4.8444065684044295,0.0,5.321052631578946,,0.1385514736175537,3.1,49.77,2.8,49.8
L2TP,3.9261131286621094,65.16,60.7,91.8,7.0048126313271215,0.0,6.215789473684209,,0.14012551307678223,3.0,49.62,3.0,49.59
PPTP,4.0597145557403564,64.58500000000001,60.7,73.0,3.7622167667480295,0.0,3.810526315789473,,0.14986371994018555,3.3,49.64,3.0,49.64
L2TP,3.51617169380188,65.66999999999999,60.7,77.6,5.124753652615897,0.0,5.999999999999997,,0.12885427474975586,3.0,49.64,2.8,49.62
PPTP,3.2695505619049072,64.67999999999999,60.2,82.2,5.4800182481448,0.0,6.368421052631578,,0.1293010711669922,1.8,49.77,1.8,49.75
L2TP,3.985419273376465,63.98,60.7,72.1,3.086195068364928,0.0,3.4631578947368427,,0.1273174285888672,2.5,49.77,4.1,49.77
PPTP,3.29587721824646,68.35999999999999,60.7,79.1,5.206668800682448,0.0,5.626315789473685,,0.14417171478271484,2.1,49.8,3.0,49.8
L2TP,3.300804615020752,64.24499999999999,60.8,75.1,3.14236773786901,0.0,2.9210526315789465,,0.13347268104553223,2.7,49.85,2.9,49.85
PPTP,3.5735597610473633,66.165,60.2,90.9,8.155076639737974,0.0,7.089473684210527,,0.1252295970916748,3.1,49.64,4.6,49.62
L2TP,4.902639865875244,63.605,60.7,82.1,4.911260021623778,0.0,3.94736842105263,,0.12585854530334473,3.1,49.7,1.5,49.7
PPTP,4.869519948959351,63.435,60.6,73.0,3.3272022781910917,0.0,2.1157894736842096,,0.12825584411621094,2.0,49.72,2.8,49.72
L2TP,4.341697692871094,62.565,60.7,68.4,2.097921590527158,0.0,2.552631578947369,,0.1303267478942871,2.2,49.72,1.5,49.72
PPTP,3.030330181121826,65.76,60.7,92.4,6.670337322804598,0.0,5.673684210526317,,0.1400928497314453,2.2,49.75,2.5,49.75
L2TP,4.913285732269287,66.92999999999999,60.7,82.2,6.808237657426479,0.0,5.994736842105262,,0.13151073455810547,3.2,49.8,3.4,49.8
PPTP,4.567198038101196,66.00000000000001,60.7,75.4,3.8953818811510645,0.0,5.031578947368422,,0.12819147109985352,2.6,49.62,3.0,49.59
L2TP,3.1401455402374268,62.67,60.7,67.9,2.0911958301412135,0.0,2.247368421052631,,0.12460565567016602,1.7,49.62,2.2,49.62
PPTP,3.64162015914917,63.45,60.2,74.1,4.183837950972767,0.0,3.6578947368421066,,0.1280989646911621,2.7,49.62,2.0,49.62
L2TP,3.8822426795959473,63.68000000000002,60.4,79.8,4.386638804369468,0.0,4.136842105263158,,0.13469505310058594,3.0,49.67,2.5,49.7
PPTP,4.253296613693237,65.20000000000002,60.4,79.7,4.783199765847126,0.0,4.805263157894736,,0.14963412284851074,1.9,49.72,3.3,49.72
L2TP,3.080526351928711,62.31,60.4,77.3,3.6493698086107957,0.0,1.9315789473684213,,0.13071823120117188,1.9,49.57,2.0,49.57
PPTP,4.61573338508606,63.66000000000001,60.4,72.1,3.243979038156689,0.0,3.126315789473684,,0.13489031791687012,3.5,49.64,2.9,49.64
L2TP,4.088618755340576,63.39,60.3,73.8,4.198797446888811,0.0,4.7368421052631575,,0.13187384605407715,3.6,49.67,3.2,49.67
PPTP,4.880710601806641,65.91,60.3,78.0,4.927057945671027,0.0,5.552631578947367,,0.12654590606689453,10.0,49.67,5.7,49.62
L2TP,3.3394830226898193,66.04499999999999,60.4,92.1,9.186483277076162,0.0,6.615789473684211,,0.19104790687561035,0.2,49.59,0.2,49.59
PPTP,4.611602544784546,89.54,60.5,166.0,35.00181995268246,0.0,28.700000000000003,,0.1576988697052002,0.3,49.64,0.2,49.64
L2TP,3.2363717555999756,67.94999999999999,60.4,146.0,18.286675476969563,0.0,11.468421052631578,,0.1283717155456543,0.2,49.67,0.4,49.67
PPTP,4.421189069747925,69.325,60.7,149.0,19.161729436561828,0.0,12.973684210526315,,0.13854241371154785,3.2,49.09,3.5,49.09
L2TP,3.1638271808624268,63.980000000000004,60.2,72.1,3.0979993544221394,0.0,3.2842105263157886,,0.1384141445159912,2.8,48.78,2.5,48.78
PPTP,4.539955139160156,62.644999999999996,60.4,68.1,2.279358462374885,0.0,2.5684210526315785,,0.12829804420471191,2.1,48.83,1.7,48.83
L2TP,4.65601110458374,63.95,60.4,70.1,3.13902851213556,0.0,3.042105263157893,,0.1333329677581787,3.2,48.88,2.0,48.88
PPTP,3.141645908355713,63.864999999999995,60.4,77.8,4.553160989905803,0.0,2.6210526315789466,,0.13937759399414062,3.2,48.93,2.8,48.93
L2TP,3.969202995300293,64.975,60.6,70.8,3.596230665571939,0.0,3.8684210526315783,,0.12999248504638672,1.5,48.78,2.0,48.78
PPTP,3.351257801055908,62.75999999999999,60.3,73.6,2.9736173257499012,0.0,2.221052631578946,,0.1290576457977295,2.5,48.86,2.3,48.86
L2TP,4.389303684234619,65.12500000000001,60.4,80.9,5.763842034615454,0.0,6.2894736842105265,,0.1352839469909668,3.4,48.91,2.5,48.88
PPTP,3.8659653663635254,66.85500000000002,60.4,84.9,6.665468850726108,0.0,7.584210526315791,,0.13061070442199707,2.8,48.91,2.0,48.91
L2TP,4.0762012004852295,64.15,60.9,77.3,4.008678086352158,0.0,3.2052631578947373,,0.12626099586486816,3.2,48.93,2.6,48.93
PPTP,4.060270071029663,65.97500000000001,62.4,84.0,5.2892225326601645,0.0,4.842105263157896,,0.12815260887145996,4.4,48.98,2.2,48.98
L2TP,4.4519407749176025,65.125,61.5,73.2,3.804454625830094,0.0,5.3315789473684205,,0.12714457511901855,2.5,48.83,4.3,48.83
PPTP,3.313396692276001,67.31,61.5,99.6,8.567374160149653,0.0,7.2,,0.13009309768676758,2.5,48.86,3.0,48.86
L2TP,4.05719256401062,62.864999999999995,60.8,69.3,1.8221621771949932,0.0,1.9000000000000001,,0.12630510330200195,1.9,48.91,3.2,48.91
PPTP,4.797949314117432,66.475,62.2,81.0,4.788097221235175,0.0,5.510526315789472,,0.13014674186706543,3.3,48.96,3.6,48.96
L2TP,3.5009639263153076,63.745000000000005,61.5,72.2,2.6213498431151843,0.0,2.2947368421052645,,0.1311032772064209,2.1,48.98,2.5,48.96
PPTP,4.46570897102356,68.155,61.5,85.9,6.148697016441778,0.0,8.326315789473686,,0.12827467918395996,24.2,49.59,10.8,49.59
L2TP,4.009189128875732,63.285000000000004,60.5,70.3,2.3529290257039213,0.0,2.315789473684211,,0.14487528800964355,11.0,49.87,8.2,49.8
PPTP,4.347482681274414,71.60000000000001,60.7,107.0,11.85267902206079,0.0,11.368421052631579,,0.13116836547851562,3.3,49.42,3.4,49.39
L2TP,3.5329177379608154,65.33000000000001,60.8,77.1,4.135831234467867,0.0,3.647368421052632,,0.13204312324523926,3.0,49.44,3.0,49.42
PPTP,4.2203590869903564,64.865,60.8,73.2,3.4087057661229743,0.0,2.405263157894739,,0.12726879119873047,3.5,49.49,4.2,49.49
L2TP,3.94577693939209,64.76,61.5,81.8,5.395868790102294,0.0,4.552631578947367,,0.1271686553955078,4.3,49.62,4.2,49.54
PPTP,4.7648961544036865,67.14500000000001,60.8,88.9,6.450928227782418,0.0,6.942105263157895,,0.13205885887145996,3.5,49.59,3.9,49.59
L2TP,4.7520973682403564,67.54500000000003,61.4,88.2,6.995961334941753,0.0,7.663157894736844,,0.13307714462280273,4.3,49.72,3.2,49.72
PPTP,3.8220131397247314,65.48,60.8,80.9,4.714509518497127,0.0,4.705263157894737,,0.12765741348266602,4.1,49.44,4.0,49.42
L2TP,3.433957815170288,66.96000000000001,61.8,79.1,5.124392646938756,0.0,6.65263157894737,,0.1438446044921875,3.2,49.47,3.2,49.47
PPTP,4.19663405418396,64.41,60.8,73.2,3.75125312395738,0.0,3.3684210526315805,,0.13303852081298828,2.7,49.52,3.7,49.52
L2TP,4.236166954040527,64.34,60.8,77.2,4.429604948525321,0.0,3.6105263157894747,,0.12655091285705566,3.2,49.52,4.2,49.52
PPTP,3.8963286876678467,65.855,61.5,79.1,5.82601707858808,0.0,7.4421052631578934,,0.1292099952697754,3.8,49.57,3.3,49.57
L2TP,3.448930501937866,66.07500000000002,61.5,80.1,4.946198034854649,0.0,6.242105263157895,,0.12937283515930176,3.7,49.62,4.0,49.59
PPTP,4.580390214920044,64.55,61.5,84.0,4.901887391607442,0.0,4.452631578947369,,0.12824702262878418,4.5,49.64,3.6,49.64
L2TP,4.238002777099609,67.28,62.4,84.0,6.009043185066987,0.0,6.642105263157895,,0.1301131248474121,3.7,49.39,3.8,49.39
PPTP,3.4730935096740723,64.4,60.8,73.2,3.4183329270274427,0.0,3.2052631578947373,,0.12864208221435547,4.6,49.44,3.7,49.44
L2TP,3.249372959136963,64.61,61.5,73.5,3.3704450744671695,0.0,3.5894736842105273,,0.13014745712280273,3.8,49.52,2.7,49.49
PPTP,3.5531883239746094,66.41499999999999,62.4,76.1,4.29037003066169,0.0,4.81578947368421,,0.12619805335998535,3.6,49.54,4.0,49.57
L2TP,4.010545253753662,65.55000000000001,60.8,79.1,3.754397421690995,0.0,4.063157894736844,,0.14789867401123047,3.5,49.59,3.5,49.59
PPTP,4.656262159347534,64.795,61.2,71.2,2.8470115911249816,0.0,2.757894736842107,,0.12926650047302246,3.8,49.64,3.7,49.64
L2TP,4.079934120178223,64.285,61.5,72.9,3.1042350104333285,0.0,2.584210526315791,,0.1369917392730713,3.4,49.7,3.4,49.67
PPTP,4.236670970916748,64.69500000000001,60.6,71.3,3.4466614281069146,0.0,3.642105263157894,,0.12911272048950195,4.2,49.72,3.6,49.7
L2TP,4.030318737030029,65.585,60.9,86.5,6.2861971811262825,0.0,6.300000000000001,,0.12917852401733398,4.3,49.52,3.3,49.52
PPTP,3.8959367275238037,64.595,61.3,81.0,4.332721431156173,0.0,4.0578947368421066,,0.13207316398620605,3.4,49.57,3.5,49.57
L2TP,4.6387927532196045,64.69,60.8,69.6,2.702572848231847,0.0,2.4684210526315793,,0.13132429122924805,3.9,49.59,3.7,49.57
PPTP,3.6800453662872314,65.425,61.7,70.3,2.5586861863073396,0.0,3.6578947368421066,,0.1359729766845703,3.9,49.64,4.3,49.64
L2TP,3.76235294342041,65.64500000000001,60.8,78.8,5.2807646226659255,0.0,5.3315789473684205,,0.13987040519714355,3.2,49.67,3.8,49.64
PPTP,3.7042551040649414,64.23,60.8,71.3,2.8172859279810423,0.0,2.594736842105264,,0.12670230865478516,4.0,49.72,3.2,49.72
L2TP,4.287813663482666,63.375000000000014,61.5,70.1,2.001967781958541,0.0,2.078947368421055,,0.13602638244628906,3.8,49.52,3.8,49.52
PPTP,4.778926610946655,65.37,61.5,73.7,2.9802852212498054,0.0,3.2947368421052623,,0.12915945053100586,4.0,49.57,3.1,49.57
L2TP,4.296621084213257,66.19000000000001,60.8,90.8,7.948955906281026,0.0,4.0894736842105255,,0.1291508674621582,3.4,49.59,3.8,49.57
PPTP,4.583572149276733,67.5,61.5,83.0,5.707976874515173,0.0,6.963157894736843,,0.12723469734191895,3.3,49.62,3.8,49.62
L2TP,3.1255428791046143,66.635,61.0,81.0,5.852971467553896,0.0,4.931578947368421,,0.131117582321167,3.8,49.64,4.3,49.64
PPTP,3.343297243118286,64.37,61.5,71.3,2.840088026804802,0.0,2.7157894736842105,,0.1369783878326416,3.6,49.72,3.8,49.72
L2TP,4.542382478713989,65.16,61.5,72.2,3.5261026644157702,0.0,3.6842105263157903,,0.1385810375213623,3.7,49.75,2.5,49.75
PPTP,4.553245306015015,64.23500000000001,60.8,72.2,2.431517016185577,0.0,2.815789473684214,,0.1287388801574707,3.5,49.8,4.3,49.8
L2TP,3.6868016719818115,67.16,61.7,81.0,5.711602227046276,0.0,3.7210526315789476,,0.13109135627746582,3.8,49.57,3.3,49.57
PPTP,4.823692321777344,65.42000000000002,60.8,75.2,3.6384886972478006,0.0,4.152631578947368,,0.1291506290435791,3.5,49.62,3.1,49.59
L2TP,3.542616844177246,63.71500000000001,60.8,70.3,2.5722120830133752,0.0,2.2578947368421063,,0.12984251976013184,3.2,49.7,2.9,49.67
PPTP,3.870145082473755,67.425,61.5,77.1,5.019250442048093,0.0,6.884210526315787,,0.12823128700256348,3.4,49.72,3.5,49.72
L2TP,3.1338398456573486,66.475,61.5,94.2,7.146388948273107,0.0,5.7894736842105265,,0.12682819366455078,3.4,49.72,3.7,49.72
PPTP,4.2944886684417725,65.28999999999999,60.8,80.0,5.461400919178155,0.0,5.484210526315792,,0.12963199615478516,2.8,49.8,4.4,49.8
L2TP,3.797927141189575,65.22500000000001,62.5,76.2,3.8857270876889953,0.0,4.089473684210527,,0.14769363403320312,3.5,49.59,4.1,49.59
PPTP,3.68923282623291,62.955000000000005,60.8,73.2,2.5340629431803787,0.0,1.6000000000000003,,0.12726426124572754,4.0,49.64,3.9,49.64
L2TP,3.812650680541992,66.74000000000001,60.9,120.0,12.370020210169425,0.0,7.552631578947368,,0.13530516624450684,3.3,49.64,3.0,49.64
PPTP,3.7851481437683105,63.565,60.7,69.7,2.088845374842285,0.0,1.778947368421054,,0.130479097366333,3.2,49.67,3.3,49.67
L2TP,4.367721080780029,66.725,61.8,82.0,5.965557392230838,0.0,6.76842105263158,,0.12719345092773438,3.5,49.72,3.6,49.72
PPTP,3.2647194862365723,65.52000000000001,61.1,75.5,3.8654365859498987,0.0,4.215789473684212,,0.13575291633605957,3.9,49.77,3.6,49.8
L2TP,3.261502981185913,68.225,62.5,83.0,5.923164272582688,0.0,6.978947368421053,,0.13204646110534668,3.0,49.77,3.2,49.77
PPTP,4.822832107543945,66.185,61.4,89.8,6.284287946935596,0.0,6.536842105263157,,0.13428592681884766,3.9,49.57,3.2,49.57
L2TP,4.0499866008758545,65.08,61.2,80.3,4.1746377088317494,0.0,4.657894736842107,,0.13402771949768066,3.5,49.62,3.5,49.62
PPTP,3.2663962841033936,64.51,61.0,72.2,2.9212839642869373,0.0,3.1315789473684217,,0.1271686553955078,3.4,49.67,4.4,49.67
L2TP,4.55589747428894,64.965,61.5,73.2,3.1525029738288914,0.0,2.9210526315789473,,0.1281890869140625,3.5,49.75,2.6,49.75
PPTP,3.862271547317505,64.095,60.8,70.3,2.671418162699355,0.0,3.5315789473684216,,0.13059210777282715,2.8,49.72,2.5,49.75
L2TP,3.915440559387207,65.555,61.8,77.1,4.020009328347386,0.0,4.0736842105263165,,0.1291494369506836,4.4,49.77,3.2,49.77
PPTP,3.5668022632598877,67.77000000000001,61.8,78.2,5.480884965039859,0.0,6.957894736842106,,0.12825393676757812,4.1,49.82,4.1,49.8
L2TP,3.221085548400879,67.61500000000001,60.8,87.9,7.472701987902369,0.0,8.726315789473682,,0.13599872589111328,3.4,49.62,3.5,49.62
PPTP,4.840418815612793,67.45,61.8,75.2,4.15084328781514,0.0,5.268421052631578,,0.12644290924072266,4.1,49.64,3.1,49.64
L2TP,3.063323736190796,64.03000000000002,60.9,72.0,2.9737350251829775,0.0,3.8105263157894753,,0.15167808532714844,4.1,49.7,3.9,49.7
PPTP,4.309017181396484,65.08,60.8,70.3,3.2128803276810665,0.0,4.510526315789472,,0.12721538543701172,2.7,49.75,2.7,49.75
L2TP,3.108555555343628,65.235,60.8,81.4,5.8462188635048555,0.0,6.115789473684212,,0.1291196346282959,3.9,49.67,3.5,49.67
PPTP,4.772420883178711,69.44000000000001,60.9,82.1,6.237820132065366,0.0,8.936842105263157,,0.14126920700073242,3.7,49.72,4.2,49.72
L2TP,4.673471927642822,69.50500000000001,61.1,90.7,8.079200146054063,0.0,11.721052631578948,,0.13608789443969727,3.3,49.75,3.4,49.75
PPTP,3.2412350177764893,65.4,61.5,74.2,3.8173289090671765,0.0,4.215789473684211,,0.13817691802978516,3.9,49.54,3.4,49.54
L2TP,4.701364278793335,65.08000000000001,61.5,75.2,4.138912900750632,0.0,4.526315789473687,,0.14084839820861816,4.0,49.64,3.5,49.64
PPTP,4.700340747833252,63.6,61.2,68.3,2.0746083967823914,0.0,1.9473684210526316,,0.1281285285949707,3.4,49.7,4.6,49.7
L2TP,4.699664115905762,65.295,61.6,71.3,2.851574126688625,0.0,3.199999999999999,,0.13497018814086914,3.2,49.67,4.0,49.7
PPTP,3.4797351360321045,63.815,61.2,75.2,3.229748442216515,0.0,3.0105263157894746,,0.13595008850097656,4.1,49.75,3.9,49.75
L2TP,3.147531032562256,67.965,62.1,87.8,6.370186417994373,0.0,5.584210526315789,,0.132185697555542,4.2,49.77,3.3,49.8
